hours_grown1,hours_grown2,gene_downstream,fl_mean_log1,fl_mean_log2,fl_var_log1,fl_var_log2,cor_mean,cor_var
6.5h,11h,yfiE,7.595392505,7.560386605,0.154930862,0.161019822,0.999013778,0.981135646
6.5h,8.5h,ygbA,6.029143238,6.016573864,0.237604736,0.261796757,0.999444403,0.987124952
6.5h,10h,ygbA,6.029143238,5.892521732,0.237604736,0.288568872,0.998771734,0.971360923
6.5h,11h,ygbA,6.029143238,5.902462313,0.237604736,0.29301895,0.999013778,0.981135646
6.5h,8.5h,nudH,8.101467731,8.097848729,0.088383429,0.086432408,0.999444403,0.987124952
6.5h,10h,nudH,8.101467731,8.004940341,0.088383429,0.089858257,0.998771734,0.971360923
6.5h,11h,nudH,8.101467731,7.956110877,0.088383429,0.095667543,0.999013778,0.981135646
6.5h,8.5h,yggH,7.889540424,7.882138977,0.089433075,0.089792775,0.999444403,0.987124952
6.5h,10h,yggH,7.889540424,7.81215271,0.089433075,0.097831019,0.998771734,0.971360923
6.5h,11h,yggH,7.889540424,7.768654822,0.089433075,0.098438385,0.999013778,0.981135646
6.5h,8.5h,mug,8.297475803,8.286491023,0.104460883,0.108723459,0.999444403,0.987124952
6.5h,10h,mug,8.297475803,8.212158565,0.104460883,0.112017522,0.998771734,0.971360923
6.5h,11h,mug,8.297475803,8.147858956,0.104460883,0.12145801,0.999013778,0.981135646
6.5h,8.5h,yneK,6.873994583,6.86986872,0.20706063,0.207398552,0.999444403,0.987124952
6.5h,10h,yneK,6.873994583,6.7872206,0.20706063,0.233114057,0.998771734,0.971360923
6.5h,11h,yneK,6.873994583,6.767563248,0.20706063,0.226431886,0.999013778,0.981135646
6.5h,8.5h,rob,9.411696518,9.412107025,0.099707352,0.105450722,0.999444403,0.987124952
6.5h,10h,rob,9.411696518,9.340442233,0.099707352,0.105522919,0.998771734,0.971360923
6.5h,11h,rob,9.411696518,9.303827635,0.099707352,0.109268647,0.999013778,0.981135646
6.5h,8.5h,sulA,6.409375805,6.36597201,0.254562336,0.279621142,0.999444403,0.987124952
6.5h,10h,sulA,6.409375805,6.28693329,0.254562336,0.290147395,0.998771734,0.971360923
6.5h,11h,sulA,6.409375805,6.29016615,0.254562336,0.290493096,0.999013778,0.981135646
6.5h,8.5h,fur,8.175845443,8.180371049,0.09391264,0.10105492,0.999444403,0.987124952
6.5h,10h,fur,8.175845443,8.15315071,0.09391264,0.097300466,0.998771734,0.971360923
6.5h,11h,fur,8.175845443,8.129670548,0.09391264,0.099334366,0.999013778,0.981135646
6.5h,8.5h,soxR,6.552779251,6.577776294,0.262743285,0.273790654,0.999444403,0.987124952
6.5h,10h,soxR,6.552779251,6.498647956,0.262743285,0.289878311,0.998771734,0.971360923
6.5h,11h,soxR,6.552779251,6.478763446,0.262743285,0.286254636,0.999013778,0.981135646
6.5h,8.5h,serA,10.36276174,10.39145499,0.051381189,0.055137755,0.999444403,0.987124952
6.5h,10h,serA,10.36276174,10.34018226,0.051381189,0.05123425,0.998771734,0.971360923
6.5h,11h,serA,10.36276174,10.300452,0.051381189,0.055581248,0.999013778,0.981135646
6.5h,8.5h,secE,8.998676428,8.990163091,0.057545257,0.060350162,0.999444403,0.987124952
6.5h,10h,secE,8.998676428,8.916516118,0.057545257,0.060736111,0.998771734,0.971360923
6.5h,11h,secE,8.998676428,8.879995869,0.057545257,0.063204286,0.999013778,0.981135646
6.5h,8.5h,ybhM,5.932336635,5.879083274,0.199056712,0.20274704,0.999444403,0.987124952
6.5h,10h,ybhM,5.932336635,5.788322692,0.199056712,0.248509795,0.998771734,0.971360923
6.5h,11h,ybhM,5.932336635,5.7973222,0.199056712,0.241119136,0.999013778,0.981135646
6.5h,8.5h,ybjO,6.631823746,6.588299275,0.235205002,0.232663658,0.999444403,0.987124952
6.5h,10h,ybjO,6.631823746,6.47757792,0.235205002,0.254809705,0.998771734,0.971360923
6.5h,11h,ybjO,6.631823746,6.460197539,0.235205002,0.249744342,0.999013778,0.981135646
6.5h,8.5h,ycaL,6.049404666,5.999140502,0.198156175,0.214529164,0.999444403,0.987124952
6.5h,10h,ycaL,6.049404666,5.89972717,0.198156175,0.249820232,0.998771734,0.971360923
6.5h,11h,ycaL,6.049404666,5.933210477,0.198156175,0.244633053,0.999013778,0.981135646
6.5h,8.5h,ycaI,5.952367044,5.892856052,0.213991085,0.225325912,0.999444403,0.987124952
6.5h,10h,ycaI,5.952367044,5.784519351,0.213991085,0.264147906,0.998771734,0.971360923
6.5h,11h,ycaI,5.952367044,5.80881532,0.213991085,0.252867153,0.999013778,0.981135646
6.5h,8.5h,ycbK,10.10992674,10.10247505,0.050587864,0.051769944,0.999444403,0.987124952
6.5h,10h,ycbK,10.10992674,10.00235511,0.050587864,0.049445204,0.998771734,0.971360923
6.5h,11h,ycbK,10.10992674,9.960352116,0.050587864,0.054011455,0.999013778,0.981135646
6.5h,8.5h,U139,5.846350963,5.785135928,0.212107916,0.247882378,0.999444403,0.987124952
6.5h,10h,U139,5.846350963,5.697612179,0.212107916,0.266054584,0.998771734,0.971360923
6.5h,11h,U139,5.846350963,5.719914778,0.212107916,0.242740384,0.999013778,0.981135646
6.5h,8.5h,ycbW,7.670434623,7.758105536,0.135901957,0.128261914,0.999444403,0.987124952
6.5h,10h,ycbW,7.670434623,7.714651597,0.135901957,0.130567548,0.998771734,0.971360923
6.5h,11h,ycbW,7.670434623,7.636835002,0.135901957,0.145240023,0.999013778,0.981135646
6.5h,8.5h,ycdN,7.120238782,7.122193776,0.184971266,0.174202279,0.999444403,0.987124952
6.5h,10h,ycdN,7.120238782,7.056473198,0.184971266,0.186615694,0.998771734,0.971360923
6.5h,11h,ycdN,7.120238782,7.040735373,0.184971266,0.188833515,0.999013778,0.981135646
6.5h,8.5h,yagU,7.802822459,7.840062205,0.123550985,0.116039703,0.999444403,0.987124952
6.5h,10h,yagU,7.802822459,7.796666111,0.123550985,0.11843399,0.998771734,0.971360923
6.5h,11h,yagU,7.802822459,7.788568006,0.123550985,0.122836181,0.999013778,0.981135646
6.5h,8.5h,yahD,6.543141259,6.536238451,0.235938431,0.23840524,0.999444403,0.987124952
6.5h,10h,yahD,6.543141259,6.414253251,0.235938431,0.26060426,0.998771734,0.971360923
6.5h,11h,yahD,6.543141259,6.428389737,0.235938431,0.250139488,0.999013778,0.981135646
6.5h,8.5h,prpC,5.915313722,5.861302685,0.220704021,0.249223091,0.999444403,0.987124952
6.5h,10h,prpC,5.915313722,5.758942948,0.220704021,0.261966433,0.998771734,0.971360923
6.5h,11h,prpC,5.915313722,5.796263797,0.220704021,0.239661184,0.999013778,0.981135646
6.5h,8.5h,b0374,6.067407005,6.021957449,0.211280866,0.218233379,0.999444403,0.987124952
6.5h,10h,b0374,6.067407005,5.947106023,0.211280866,0.245029151,0.998771734,0.971360923
6.5h,11h,b0374,6.067407005,5.956377132,0.211280866,0.231374776,0.999013778,0.981135646
6.5h,8.5h,yaiZ,6.355033558,6.340392262,0.221478357,0.224807664,0.999444403,0.987124952
6.5h,10h,yaiZ,6.355033558,6.296080103,0.221478357,0.250084951,0.998771734,0.971360923
6.5h,11h,yaiZ,6.355033558,6.249422139,0.221478357,0.234014797,0.999013778,0.981135646
6.5h,8.5h,ybaD,7.058392609,7.052661636,0.186242391,0.19561692,0.999444403,0.987124952
6.5h,10h,ybaD,7.058392609,7.001104154,0.186242391,0.196050993,0.998771734,0.971360923
6.5h,11h,ybaD,7.058392609,6.952113501,0.186242391,0.195451961,0.999013778,0.981135646
6.5h,8.5h,ybaQ,6.866884837,6.85953551,0.205227932,0.202332293,0.999444403,0.987124952
6.5h,10h,ybaQ,6.866884837,6.776592494,0.205227932,0.208358116,0.998771734,0.971360923
6.5h,11h,ybaQ,6.866884837,6.758221247,0.205227932,0.210304929,0.999013778,0.981135646
6.5h,8.5h,allA,6.16758657,6.088436768,0.222892976,0.243329138,0.999444403,0.987124952
6.5h,10h,allA,6.16758657,6.026633323,0.222892976,0.270649238,0.998771734,0.971360923
6.5h,11h,allA,6.16758657,6.012960834,0.222892976,0.260687979,0.999013778,0.981135646
6.5h,8.5h,nhaA,6.945603573,6.981509567,0.231839368,0.226413139,0.999444403,0.987124952
6.5h,10h,nhaA,6.945603573,6.905495631,0.231839368,0.235724344,0.998771734,0.971360923
6.5h,11h,nhaA,6.945603573,6.880073062,0.231839368,0.24573263,0.999013778,0.981135646
6.5h,8.5h,fdrA,5.805814605,5.744210135,0.243070606,0.242319105,0.999444403,0.987124952
6.5h,10h,fdrA,5.805814605,5.659813546,0.243070606,0.295247264,0.998771734,0.971360923
6.5h,11h,fdrA,5.805814605,5.668342136,0.243070606,0.29407407,0.999013778,0.981135646
6.5h,8.5h,ahpC,6.657826803,6.646147731,0.221759626,0.231126258,0.999444403,0.987124952
6.5h,10h,ahpC,6.657826803,6.547999191,0.221759626,0.240592054,0.998771734,0.971360923
6.5h,11h,ahpC,6.657826803,6.517129271,0.221759626,0.250644908,0.999013778,0.981135646
6.5h,8.5h,ycjG,6.484964055,6.517769949,0.236986551,0.241870585,0.999444403,0.987124952
6.5h,10h,ycjG,6.484964055,6.458075316,0.236986551,0.251552071,0.998771734,0.971360923
6.5h,11h,ycjG,6.484964055,6.449563611,0.236986551,0.253710689,0.999013778,0.981135646
6.5h,8.5h,marR,6.337841426,6.326270027,0.240897905,0.248019421,0.999444403,0.987124952
6.5h,10h,marR,6.337841426,6.229883334,0.240897905,0.277811814,0.998771734,0.971360923
6.5h,11h,marR,6.337841426,6.230108482,0.240897905,0.273673042,0.999013778,0.981135646
6.5h,8.5h,aceB,9.9609844,9.890655024,0.110399727,0.132229205,0.999444403,0.987124952
6.5h,10h,aceB,9.9609844,9.785494817,0.110399727,0.137261696,0.998771734,0.971360923
6.5h,11h,aceB,9.9609844,9.79333342,0.110399727,0.140666261,0.999013778,0.981135646
6.5h,8.5h,katE,7.748189677,7.836376647,0.161547637,0.156656375,0.999444403,0.987124952
6.5h,10h,katE,7.748189677,7.759590572,0.161547637,0.163619563,0.998771734,0.971360923
6.5h,11h,katE,7.748189677,7.717370537,0.161547637,0.167612558,0.999013778,0.981135646
6.5h,8.5h,evgA,9.854481477,9.775681255,0.079468248,0.089213743,0.999444403,0.987124952
6.5h,10h,evgA,9.854481477,9.685055805,0.079468248,0.090805955,0.998771734,0.971360923
6.5h,11h,evgA,9.854481477,9.640210504,0.079468248,0.094137946,0.999013778,0.981135646
6.5h,8.5h,ypjD,6.630090501,6.628016186,0.217277723,0.210044413,0.999444403,0.987124952
6.5h,10h,ypjD,6.630090501,6.503187858,0.217277723,0.230240452,0.998771734,0.971360923
6.5h,11h,ypjD,6.630090501,6.502619588,0.217277723,0.22116099,0.999013778,0.981135646
6.5h,8.5h,yqcD,6.786087819,6.78521441,0.209053582,0.205085745,0.999444403,0.987124952
6.5h,10h,yqcD,6.786087819,6.697835562,0.209053582,0.217441402,0.998771734,0.971360923
6.5h,11h,yqcD,6.786087819,6.680338155,0.209053582,0.226176011,0.999013778,0.981135646
6.5h,8.5h,nfnB,6.634265258,6.644289133,0.2280613,0.248446524,0.999444403,0.987124952
6.5h,10h,nfnB,6.634265258,6.590653538,0.2280613,0.239742154,0.998771734,0.971360923
6.5h,11h,nfnB,6.634265258,6.561910186,0.2280613,0.239117687,0.999013778,0.981135646
6.5h,8.5h,sodC,8.315755439,8.305475234,0.127447411,0.131261687,0.999444403,0.987124952
6.5h,10h,sodC,8.315755439,8.176652177,0.127447411,0.143633134,0.998771734,0.971360923
6.5h,11h,sodC,8.315755439,8.13814813,0.127447411,0.147683165,0.999013778,0.981135646
6.5h,8.5h,yaiX,5.798644726,5.740065759,0.229733306,0.253878953,0.999444403,0.987124952
6.5h,10h,yaiX,5.798644726,5.629102684,0.229733306,0.290936297,0.998771734,0.971360923
6.5h,11h,yaiX,5.798644726,5.663849548,0.229733306,0.297053556,0.999013778,0.981135646
6.5h,8.5h,pmrD,6.977315221,6.919782685,0.231930665,0.228536075,0.999444403,0.987124952
6.5h,10h,pmrD,6.977315221,6.815018654,0.231930665,0.239344038,0.998771734,0.971360923
6.5h,11h,pmrD,6.977315221,6.76016641,0.231930665,0.257549618,0.999013778,0.981135646
6.5h,8.5h,hscB,5.822351059,5.775034084,0.243261002,0.280599617,0.999444403,0.987124952
6.5h,10h,hscB,5.822351059,5.649887494,0.243261002,0.32847523,0.998771734,0.971360923
6.5h,11h,hscB,5.822351059,5.654818342,0.243261002,0.307664917,0.999013778,0.981135646
6.5h,8.5h,ygeA,7.765001681,7.730457393,0.122816278,0.123908202,0.999444403,0.987124952
6.5h,10h,ygeA,7.765001681,7.639603691,0.122816278,0.128570152,0.998771734,0.971360923
6.5h,11h,ygeA,7.765001681,7.628057478,0.122816278,0.132243684,0.999013778,0.981135646
6.5h,8.5h,bacA,6.3899706,6.356771428,0.209039843,0.227735505,0.999444403,0.987124952
6.5h,10h,bacA,6.3899706,6.276941395,0.209039843,0.25776724,0.998771734,0.971360923
6.5h,11h,bacA,6.3899706,6.281537681,0.209039843,0.255033412,0.999013778,0.981135646
6.5h,8.5h,U66,5.919317102,5.856802014,0.199457958,0.220079554,0.999444403,0.987124952
6.5h,10h,U66,5.919317102,5.721121412,0.199457958,0.27911299,0.998771734,0.971360923
6.5h,11h,U66,5.919317102,5.772431453,0.199457958,0.256205076,0.999013778,0.981135646
6.5h,8.5h,yhjX,7.180866664,7.114143331,0.192946651,0.195826961,0.999444403,0.987124952
6.5h,10h,yhjX,7.180866664,7.045565713,0.192946651,0.20400826,0.998771734,0.971360923
6.5h,11h,yhjX,7.180866664,7.033604247,0.192946651,0.211386998,0.999013778,0.981135646
6.5h,8.5h,secB,6.424360897,6.430226009,0.217188334,0.222050367,0.999444403,0.987124952
6.5h,10h,secB,6.424360897,6.343356327,0.217188334,0.24052052,0.998771734,0.971360923
6.5h,11h,secB,6.424360897,6.328342326,0.217188334,0.23520537,0.999013778,0.981135646
6.5h,8.5h,secA,5.940915986,5.885365365,0.204802133,0.227465829,0.999444403,0.987124952
6.5h,10h,secA,5.940915986,5.767272853,0.204802133,0.269035629,0.998771734,0.971360923
6.5h,11h,secA,5.940915986,5.79655936,0.204802133,0.263516918,0.999013778,0.981135646
6.5h,8.5h,emrE,7.37658959,7.380258971,0.167083314,0.163909397,0.999444403,0.987124952
6.5h,10h,emrE,7.37658959,7.287788275,0.167083314,0.162823635,0.998771734,0.971360923
6.5h,11h,emrE,7.37658959,7.248434552,0.167083314,0.180896027,0.999013778,0.981135646
6.5h,8.5h,ahpF,5.862040861,5.801493631,0.225312915,0.234227659,0.999444403,0.987124952
6.5h,10h,ahpF,5.862040861,5.70880789,0.225312915,0.266824875,0.998771734,0.971360923
6.5h,11h,ahpF,5.862040861,5.736561798,0.225312915,0.268950943,0.999013778,0.981135646
6.5h,8.5h,tatE,8.125532004,8.122920369,0.08786549,0.094073933,0.999444403,0.987124952
6.5h,10h,tatE,8.125532004,8.080949455,0.08786549,0.091109698,0.998771734,0.971360923
6.5h,11h,tatE,8.125532004,8.0176754,0.08786549,0.097028723,0.999013778,0.981135646
6.5h,8.5h,wrbA,9.337297014,9.349138889,0.105091967,0.106290815,0.999444403,0.987124952
6.5h,10h,wrbA,9.337297014,9.283208062,0.105091967,0.108330974,0.998771734,0.971360923
6.5h,11h,wrbA,9.337297014,9.224636078,0.105091967,0.119041262,0.999013778,0.981135646
6.5h,8.5h,lolA,6.529534883,6.528245342,0.240783361,0.24585731,0.999444403,0.987124952
6.5h,10h,lolA,6.529534883,6.433177712,0.240783361,0.253990082,0.998771734,0.971360923
6.5h,11h,lolA,6.529534883,6.428029792,0.240783361,0.257374182,0.999013778,0.981135646
6.5h,8.5h,sanA,7.132346041,7.15102388,0.18610642,0.177861624,0.999444403,0.987124952
6.5h,10h,sanA,7.132346041,7.061904074,0.18610642,0.187356073,0.998771734,0.971360923
6.5h,11h,sanA,7.132346041,7.037446758,0.18610642,0.196603607,0.999013778,0.981135646
6.5h,8.5h,trmE,8.24625484,8.206043976,0.128979745,0.148651035,0.999444403,0.987124952
6.5h,10h,trmE,8.24625484,8.070984959,0.128979745,0.148640021,0.998771734,0.971360923
6.5h,11h,trmE,8.24625484,8.031582995,0.128979745,0.152587622,0.999013778,0.981135646
6.5h,8.5h,emrA,5.868676397,5.801569828,0.217032239,0.215045813,0.999444403,0.987124952
6.5h,10h,emrA,5.868676397,5.674403762,0.217032239,0.269161667,0.998771734,0.971360923
6.5h,11h,emrA,5.868676397,5.743108787,0.217032239,0.245461775,0.999013778,0.981135646
6.5h,8.5h,insA_1,5.901176012,5.830152848,0.197031231,0.234004811,0.999444403,0.987124952
6.5h,10h,insA_1,5.901176012,5.734666904,0.197031231,0.271961455,0.998771734,0.971360923
6.5h,11h,insA_1,5.901176012,5.761335033,0.197031231,0.243657843,0.999013778,0.981135646
6.5h,8.5h,yajO,8.100478188,8.096514216,0.156426597,0.168537036,0.999444403,0.987124952
6.5h,10h,yajO,8.100478188,8.00138608,0.156426597,0.167679152,0.998771734,0.971360923
6.5h,11h,yajO,8.100478188,7.975058532,0.156426597,0.169601474,0.999013778,0.981135646
6.5h,8.5h,ylaB,8.022769785,7.97679564,0.141836124,0.14454178,0.999444403,0.987124952
6.5h,10h,ylaB,8.022769785,7.876429081,0.141836124,0.146368836,0.998771734,0.971360923
6.5h,11h,ylaB,8.022769785,7.841095176,0.141836124,0.148585818,0.999013778,0.981135646
6.5h,8.5h,ylaC,8.113947836,8.072945163,0.115979986,0.122267887,0.999444403,0.987124952
6.5h,10h,ylaC,8.113947836,7.976564376,0.115979986,0.118394558,0.998771734,0.971360923
6.5h,11h,ylaC,8.113947836,7.986862263,0.115979986,0.127901513,0.999013778,0.981135646
6.5h,8.5h,ybaK,6.462955225,6.450539683,0.253056839,0.252608987,0.999444403,0.987124952
6.5h,10h,ybaK,6.462955225,6.347993643,0.253056839,0.270376076,0.998771734,0.971360923
6.5h,11h,ybaK,6.462955225,6.336790256,0.253056839,0.274900647,0.999013778,0.981135646
6.5h,8.5h,ylbG,7.010632357,6.990809108,0.193790598,0.192455736,0.999444403,0.987124952
6.5h,10h,ylbG,7.010632357,6.902904245,0.193790598,0.214011141,0.998771734,0.971360923
6.5h,11h,ylbG,7.010632357,6.865341136,0.193790598,0.218020001,0.999013778,0.981135646
6.5h,8.5h,yagT,6.688206579,6.645604559,0.25515924,0.268400673,0.999444403,0.987124952
6.5h,10h,yagT,6.688206579,6.591652435,0.25515924,0.259232071,0.998771734,0.971360923
6.5h,11h,yagT,6.688206579,6.589896715,0.25515924,0.278295235,0.999013778,0.981135646
6.5h,8.5h,yahC,5.925097882,5.883030961,0.209661968,0.245040085,0.999444403,0.987124952
6.5h,10h,yahC,5.925097882,5.792838146,0.209661968,0.287731542,0.998771734,0.971360923
6.5h,11h,yahC,5.925097882,5.81245221,0.209661968,0.273401572,0.999013778,0.981135646
6.5h,8.5h,b0332,6.850700686,6.824440254,0.2477879,0.259295262,0.999444403,0.987124952
6.5h,10h,b0332,6.850700686,6.71747779,0.2477879,0.268552888,0.998771734,0.971360923
6.5h,11h,b0332,6.850700686,6.683372374,0.2477879,0.26429228,0.999013778,0.981135646
6.5h,8.5h,b0373,6.030417487,6.004004677,0.21679981,0.226537951,0.999444403,0.987124952
6.5h,10h,b0373,6.030417487,5.878901745,0.21679981,0.272010354,0.998771734,0.971360923
6.5h,11h,b0373,6.030417487,5.89156055,0.21679981,0.26687445,0.999013778,0.981135646
6.5h,8.5h,lacZ,6.828162739,6.912626043,0.490922561,0.551539015,0.999444403,0.987124952
6.5h,10h,lacZ,6.828162739,6.864884876,0.490922561,0.592687339,0.998771734,0.971360923
6.5h,11h,lacZ,6.828162739,6.903607248,0.490922561,0.590495349,0.999013778,0.981135646
6.5h,8.5h,insA_2,8.365374316,8.348899034,0.0943015,0.101886377,0.999444403,0.987124952
6.5h,10h,insA_2,8.365374316,8.300241578,0.0943015,0.100570507,0.998771734,0.971360923
6.5h,11h,insA_2,8.365374316,8.324431076,0.0943015,0.106505713,0.999013778,0.981135646
6.5h,8.5h,yaiI,6.790563686,6.741123771,0.23166857,0.247725628,0.999444403,0.987124952
6.5h,10h,yaiI,6.790563686,6.641419826,0.23166857,0.26637074,0.998771734,0.971360923
6.5h,11h,yaiI,6.790563686,6.628577141,0.23166857,0.2706584,0.999013778,0.981135646
6.5h,8.5h,ybaP,8.069498864,8.034361969,0.111623827,0.103239803,0.999444403,0.987124952
6.5h,10h,ybaP,8.069498864,7.948472368,0.111623827,0.110972729,0.998771734,0.971360923
6.5h,11h,ybaP,8.069498864,7.968116543,0.111623827,0.110924787,0.999013778,0.981135646
6.5h,8.5h,allS,5.908932005,5.851753283,0.20202831,0.202219145,0.999444403,0.987124952
6.5h,10h,allS,5.908932005,5.728558038,0.20202831,0.259121046,0.998771734,0.971360923
6.5h,11h,allS,5.908932005,5.763638003,0.20202831,0.233255359,0.999013778,0.981135646
6.5h,8.5h,ydcK,8.331732684,8.292105906,0.130677367,0.138082974,0.999444403,0.987124952
6.5h,10h,ydcK,8.331732684,8.19458793,0.130677367,0.134498107,0.998771734,0.971360923
6.5h,11h,ydcK,8.331732684,8.17930398,0.130677367,0.136473211,0.999013778,0.981135646
6.5h,8.5h,allD,5.923924015,5.839029309,0.196774566,0.219048993,0.999444403,0.987124952
6.5h,10h,allD,5.923924015,5.701048085,0.196774566,0.26204514,0.998771734,0.971360923
6.5h,11h,allD,5.923924015,5.761269338,0.196774566,0.237059907,0.999013778,0.981135646
6.5h,8.5h,dsbG,7.133045384,7.072828793,0.195769077,0.207538151,0.999444403,0.987124952
6.5h,10h,dsbG,7.133045384,6.975664766,0.195769077,0.214638915,0.998771734,0.971360923
6.5h,11h,dsbG,7.133045384,6.968611264,0.195769077,0.214348569,0.999013778,0.981135646
6.5h,8.5h,cbpA,8.690742312,8.564081106,0.1900974,0.191209663,0.999444403,0.987124952
6.5h,10h,cbpA,8.690742312,8.428535998,0.1900974,0.223259219,0.998771734,0.971360923
6.5h,11h,cbpA,8.690742312,8.418407506,0.1900974,0.243299274,0.999013778,0.981135646
6.5h,8.5h,borD,5.796420464,5.699676243,0.233727591,0.260825212,0.999444403,0.987124952
6.5h,10h,borD,5.796420464,5.620938327,0.233727591,0.298242,0.998771734,0.971360923
6.5h,11h,borD,5.796420464,5.628885116,0.233727591,0.303301945,0.999013778,0.981135646
6.5h,8.5h,marC,7.972281708,7.953344238,0.1152549,0.110145575,0.999444403,0.987124952
6.5h,10h,marC,7.972281708,7.81710406,0.1152549,0.123774329,0.998771734,0.971360923
6.5h,11h,marC,7.972281708,7.797488882,0.1152549,0.119012865,0.999013778,0.981135646
6.5h,8.5h,slyA,8.188502307,8.157033429,0.090076856,0.098601068,0.999444403,0.987124952
